Year,Cause,Sex,Deaths2,Deaths3,Deaths4,Deaths5,Deaths6,Deaths7,Deaths8,Deaths9,Deaths10,Deaths11,Deaths12,Deaths13,Deaths14,Deaths15,Deaths16,Deaths17,Deaths18,Deaths19,Deaths20,Deaths21,Deaths22,Deaths23,Deaths24,Deaths25,Deaths26,IM_Deaths1,IM_Deaths2,IM_Deaths3,IM_Deaths4
1988,B10,2,1,0,0,0,2,2,4,4,12,27,93,281,727,1621,2729,4636,7151,8276,8053,6234,3855,2669,,,3,0,0,0,1
1988,B100,1,0,0,0,0,0,0,0,0,0,0,1,13,51,115,194,350,476,545,480,373,207,160,,,0,0,0,0,0
1988,B100,2,1,0,0,0,0,0,0,0,0,0,2,3,7,18,46,85,126,135,98,84,55,41,,,1,0,0,0,1
1988,B101,1,1,0,0,1,0,0,0,6,7,25,140,408,1158,2466,4871,8747,13856,16526,15963,12649,7359,3869,,,7,0,1,0,0
1988,B101,2,0,0,0,0,0,1,2,2,9,23,88,267,704,1588,2657,4520,6975,8090,7888,6081,3754,2574,,,2,0,0,0,0
1988,B109,1,1,0,0,0,1,1,2,5,11,16,10,17,18,31,42,83,104,126,151,117,76,37,,,0,0,0,0,1
1988,B109,2,0,0,0,0,2,1,2,2,3,4,3,11,16,15,26,31,50,51,67,69,46,54,,,0,0,0,0,0
1988,B11,1,2,4,1,4,4,26,30,95,118,160,236,299,388,407,500,655,817,915,870,794,553,511,,,2,0,0,0,2
1988,B11,2,6,5,0,4,0,17,42,79,92,236,682,1484,2075,2737,3448,4539,5727,6049,5944,5246,4306,4454,,,3,1,1,0,4
1988,B110,1,0,1,0,1,2,11,14,58,53,36,24,18,13,31,28,29,35,52,61,54,47,30,,,0,0,0,0,0
1988,B110,2,0,2,0,1,0,5,19,42,23,8,13,12,8,14,26,26,29,48,44,49,41,51,,,0,0,0,0,0
1988,B111,1,0,0,1,0,0,1,1,3,24,63,127,175,233,250,273,329,442,446,425,373,229,188,,,2,0,0,0,0
1988,B111,2,0,0,0,0,0,0,0,3,15,49,87,149,132,172,180,170,225,247,270,261,214,220,,,0,0,0,0,0
1988,B112,1,0,1,0,0,0,0,0,0,2,12,19,37,49,48,95,156,183,203,166,172,132,164,,,0,0,0,0,0
1988,B112,2,0,0,0,0,0,0,0,0,1,4,2,4,6,13,24,51,65,59,79,93,92,169,,,0,0,0,0,0
1988,B113,2,1,0,0,0,0,0,0,3,10,126,536,1259,1879,2473,3146,4172,5270,5512,5379,4668,3829,3906,,,3,1,0,0,0
1988,B119,1,2,2,0,3,2,14,15,34,39,49,66,69,93,78,104,141,157,214,218,195,145,129,,,0,0,0,0,2
1988,B119,2,5,3,0,3,0,12,23,31,43,49,44,60,50,65,72,120,138,183,172,175,130,108,,,0,0,1,0,4
1988,B12,1,5,0,0,4,5,19,6,13,61,78,107,122,215,403,781,1546,3248,5401,7456,8289,7352,6836,,,2,0,0,0,5
1988,B12,2,2,1,3,3,8,17,5,16,56,161,328,520,833,1134,1528,2283,3469,4387,4677,4245,3555,3645,,,2,0,0,0,2
1988,B120,2,0,0,0,0,0,0,0,0,18,89,201,275,379,384,381,376,476,475,423,365,300,301,,,0,0,0,0,0
1988,B121,2,0,0,0,0,0,0,0,0,4,4,4,3,3,3,1,0,0,0,0,0,0,0,,,0,0,0,0,0
1988,B122,2,0,0,0,0,0,0,0,0,3,6,11,42,65,104,179,347,701,949,1075,953,765,691,,,1,0,0,0,0
1988,B123,2,0,0,0,0,1,2,0,12,20,50,79,152,284,481,724,1138,1607,1977,1955,1663,1238,1013,,,1,0,0,0,0
1988,B124,1,2,0,0,0,0,1,0,0,2,3,2,4,13,64,247,705,1822,3558,5254,6188,5682,5433,,,2,0,0,0,2
1988,B125,1,0,0,0,0,1,0,2,8,45,58,59,37,33,27,10,14,11,8,13,19,12,10,,,0,0,0,0,0
1988,B126,1,0,0,0,0,0,1,1,1,1,3,7,9,22,61,139,283,588,871,1197,1224,1113,1013,,,0,0,0,0,0
1988,B126,2,0,0,0,0,0,0,0,0,1,2,8,6,23,30,48,91,180,347,475,562,587,911,,,0,0,0,0,0
1988,B129,1,3,0,0,4,4,17,3,4,13,14,39,72,147,251,385,544,827,964,992,858,545,380,,,0,0,0,0,3
1988,B129,2,2,1,3,3,7,15,5,4,10,10,25,42,79,132,195,331,505,639,749,702,665,729,,,0,0,0,0,2
1988,B13,1,26,24,44,38,30,120,96,93,100,199,306,454,696,1007,1435,2338,3373,4020,3936,3295,2292,1787,,,2,1,1,2,22
1988,B13,2,14,31,33,31,31,103,79,82,76,130,234,372,500,682,1074,1646,2503,2939,3373,3343,2914,3124,,,0,1,0,2,11
1988,B130,1,13,9,18,11,18,77,76,65,57,126,168,221,306,372,439,605,779,867,745,546,272,140,,,0,0,0,0,13
1988,B130,2,8,12,14,13,13,69,62,59,50,69,126,164,185,224,297,428,549,619,663,552,329,211,,,0,0,0,1,7
1988,B139,1,13,15,26,27,12,43,20,28,43,73,138,233,390,635,996,1733,2594,3153,3191,2749,2020,1647,,,2,1,1,2,9
1988,B139,2,6,19,19,18,18,34,17,23,26,61,108,208,315,458,777,1218,1954,2320,2710,2791,2585,2913,,,0,1,0,1,4
1988,B14,1,6,26,30,19,34,176,154,243,284,397,474,611,670,817,1060,1628,2442,3180,3547,3475,2564,1954,,,1,0,0,1,5
1988,B14,2,18,28,24,26,25,93,83,126,175,207,279,361,444,526,723,1105,1772,2566,3033,3321,3038,2997,,,0,0,0,0,18
1988,B140,1,0,0,0,0,0,3,4,20,48,79,94,93,65,54,73,42,80,81,73,66,43,27,,,0,0,0,0,0
1988,B140,2,0,0,0,0,0,1,6,19,39,47,59,50,38,21,19,32,38,68,73,82,44,27,,,0,0,0,0,0
1988,B141,1,6,23,29,17,24,146,117,171,162,162,190,245,278,288,357,567,865,1187,1407,1476,1099,908,,,0,0,0,1,5
1988,B141,2,15,27,22,23,22,82,71,86,99,109,119,182,194,219,270,385,592,783,989,1104,1135,1325,,,0,0,0,0,15
1988,B149,1,0,3,1,2,10,27,33,52,74,156,190,273,327,475,630,1019,1497,1912,2067,1933,1422,1019,,,1,0,0,0,0
1988,B149,2,3,1,2,3,3,10,6,21,37,51,101,129,212,286,434,688,1142,1715,1971,2135,1859,1645,,,0,0,0,0,3
1988,B15,1,9,3,1,1,2,6,2,6,2,4,7,9,15,15,16,22,51,65,76,103,68,57,,,1,0,4,0,5
1988,B15,2,12,4,5,1,1,3,4,2,5,9,8,16,20,26,20,49,69,83,127,145,163,169,,,0,1,2,1,8
1988,B150,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,3,1,2,,,0,0,0,0,0
1988,B150,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,,,0,0,0,0,1
1988,B151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1988,B151,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,0,0,0,0
1988,B152,2,1,0,0,0,0,0,0,0,0,0,1,3,4,4,1,1,2,1,2,3,3,1,,,0,1,0,0,0
1988,B153,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,2,0,2,5,4,,,0,0,0,0,0
1988,B154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,,,0,0,0,0,0
1988,B154,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0
1988,B155,1,3,1,0,0,1,1,1,1,1,2,1,4,6,8,9,14,29,42,39,64,39,27,,,0,0,0,0,3
1988,B155,2,4,1,1,0,0,0,2,0,2,4,3,6,6,8,14,31,45,62,86,112,112,116,,,0,0,0,1,3
1988,B156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1988,B156,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,0,0,0,0,0
1988,B159,1,6,2,1,1,1,5,1,5,1,2,5,5,9,6,7,8,19,19,37,35,27,28,,,1,0,4,0,2
1988,B159,2,6,2,4,1,1,3,1,2,3,5,3,5,10,14,4,16,18,17,37,27,43,44,,,0,0,2,0,4
1988,B16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,,,0,0,0,0,0
1988,B16,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,2,0,0,,,0,0,0,0,0
1988,B17,1,17,11,7,5,6,21,20,24,27,44,46,73,59,81,107,138,206,298,321,337,309,310,,,0,4,1,2,10
1988,B17,2,22,7,5,6,4,24,23,15,19,34,41,40,41,62,84,112,193,242,353,403,442,604,,,0,9,5,1,7
1988,B18,1,240,62,31,27,19,60,54,87,546,2162,3783,3923,2984,2125,1872,1918,2486,3020,3119,3170,2591,2731,,,4,25,57,21,137
1988,B18,2,207,53,35,29,16,98,59,77,188,466,705,708,601,636,997,1480,2392,3313,4001,4566,4500,6744,,,1,26,34,25,122
1988,B180,1,1,0,0,0,0,0,0,0,1,3,3,2,4,3,8,5,9,14,21,25,28,49,,,0,0,0,0,1
1988,B180,2,2,0,0,0,0,0,0,2,1,5,3,6,7,10,9,23,21,42,54,82,97,190,,,0,0,0,0,2
1988,B181,1,0,1,0,2,0,5,7,18,49,123,268,386,456,591,764,1130,1810,2377,2535,2571,1991,1891,,,0,0,0,0,0
1988,B181,2,1,1,1,2,1,10,9,13,39,114,151,255,298,402,745,1175,1994,2793,3387,3799,3546,4657,,,0,0,0,0,1
1988,B182,1,0,0,0,0,0,0,0,1,0,2,5,14,26,28,38,46,54,70,49,45,28,16,,,0,0,0,0,0
1988,B182,2,0,0,0,0,0,0,0,1,0,1,2,5,9,6,14,13,45,49,51,51,37,43,,,0,0,0,0,0
1988,B183,1,0,0,0,0,0,2,1,3,5,11,34,44,50,48,64,52,58,57,36,18,17,4,,,0,0,0,0,0
1988,B183,2,0,0,0,0,0,0,1,2,4,8,18,37,40,48,62,58,80,76,84,50,39,24,,,0,0,0,0,0
1988,B184,1,49,31,12,9,10,18,16,21,426,1931,3348,3330,2326,1347,867,501,283,157,66,44,9,8,,,2,1,0,0,48
1988,B184,2,32,22,13,10,7,19,1,8,80,272,485,343,185,80,58,42,41,37,26,20,6,3,,,1,0,0,0,32
1988,B185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1988,B185,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1988,B189,1,190,30,19,16,9,35,30,44,65,92,125,147,122,108,131,184,272,345,412,467,518,763,,,2,24,57,21,88
1988,B189,2,172,30,21,17,8,69,48,51,64,66,46,62,62,90,109,169,211,316,399,564,775,1827,,,0,26,34,25,87
1988,B19,1,13,1,1,0,0,1,0,1,3,3,9,13,11,9,15,22,41,74,109,139,226,405,,,0,0,0,0,13
1988,B19,2,14,1,0,0,1,3,0,1,0,5,2,4,12,8,4,16,41,61,111,216,326,1063,,,0,1,0,2,11
1988,B190,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,5,3,1,,,0,0,0,0,0
1988,B190,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,2,2,5,4,9,,,0,0,0,0,0
1988,B191,1,2,0,0,0,0,0,0,1,0,1,1,6,4,1,1,5,11,5,11,16,30,32,,,0,0,0,0,2
1988,B191,2,1,0,0,0,0,1,0,0,0,1,1,0,3,0,0,2,8,6,10,20,46,70,,,0,0,0,0,1
1988,B192,1,9,0,1,0,0,1,0,0,3,2,7,6,7,7,10,14,29,60,89,114,182,355,,,0,0,0,0,9
1988,B192,2,12,1,0,0,1,1,0,1,0,4,1,4,8,8,3,11,30,51,95,169,267,939,,,0,0,0,2,10
1988,B193,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,4,3,0,8,5,4,11,17,,,0,0,0,0,2
1988,B193,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,4,22,9,45,,,0,1,0,0,0
1988,B20,1,47,14,8,7,8,24,11,34,55,62,90,91,91,110,117,178,272,405,560,637,515,635,,,0,3,3,8,33
1988,B20,2,28,11,10,3,3,13,24,31,41,49,51,78,63,83,92,163,239,353,423,636,697,1253,,,0,5,1,2,20
1988,B200,1,15,8,5,7,5,17,8,22,41,35,48,42,36,42,31,58,74,115,190,244,224,347,,,0,3,2,2,8
1988,B200,2,12,6,8,2,2,10,19,19,28,31,30,41,26,33,29,62,71,110,164,289,371,839,,,0,5,0,1,6
1988,B209,1,32,6,3,0,3,7,3,12,14,27,42,49,55,68,86,120,198,290,370,393,291,288,,,0,0,1,6,25
1988,B209,2,16,5,2,1,1,3,5,12,13,18,21,37,37,50,63,101,168,243,259,347,326,414,,,0,0,1,1,14
1988,B21,1,5,4,4,3,6,18,13,56,140,274,611,878,748,668,592,712,779,788,873,1143,1393,2251,,,11,0,1,0,4
1988,B21,2,4,2,2,0,2,13,11,27,39,132,209,250,177,190,180,197,271,355,548,1186,2159,6093,,,1,0,1,0,3
1988,B210,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,12,52,104,238,415,595,961,,,1,0,0,0,0
1988,B210,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,7,40,68,201,499,949,2577,,,0,0,0,0,0
1988,B211,1,0,0,0,0,0,0,0,0,2,4,4,7,2,6,1,7,10,11,10,20,13,10,,,0,0,0,0,0
1988,B211,2,0,0,0,0,0,0,0,0,0,0,3,1,3,0,4,3,7,4,10,20,24,44,,,0,0,0,0,0
1988,B212,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,1,0,1,4,3,5,,,0,0,0,0,0
1988,B212,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,3,11,7,,,0,0,0,0,0
1988,B213,1,0,0,0,0,0,0,0,2,5,8,15,30,32,28,38,51,72,114,169,206,281,458,,,0,0,0,0,0
1988,B213,2,0,0,0,0,0,0,0,0,0,3,6,4,10,4,7,15,19,51,85,216,355,1092,,,0,0,0,0,0
1988,B214,1,0,0,0,0,0,0,0,1,1,0,0,1,1,2,2,0,2,4,4,4,1,5,,,0,0,0,0,0
1988,B214,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,4,3,12,,,0,0,0,0,0
1988,B215,1,0,0,0,0,0,0,0,5,16,43,157,351,389,419,410,512,521,412,236,159,49,25,,,5,0,0,0,0
1988,B215,2,0,0,0,0,0,0,0,3,2,36,57,74,84,133,115,128,132,115,72,33,18,6,,,1,0,0,0,0
1988,B216,1,0,0,0,0,0,0,0,3,29,60,180,212,127,61,29,18,6,3,5,1,1,2,,,1,0,0,0,0
1988,B216,2,0,0,0,0,0,1,1,3,5,34,56,69,21,7,7,2,2,0,3,0,3,0,,,0,0,0,0,0
1988,B217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,0,0,0,0,0
1988,B217,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,2,2,,,0,0,0,0,0
1988,B218,1,2,3,2,1,3,12,9,13,24,17,15,16,14,12,12,9,15,15,8,10,8,5,,,0,0,0,0,2
1988,B218,2,1,0,1,0,2,8,5,10,13,6,8,11,10,8,10,9,13,12,11,9,8,6,,,0,0,0,0,1
1988,B219,1,3,1,2,2,3,6,4,32,63,142,239,256,183,138,94,101,100,125,202,323,441,779,,,4,0,1,0,2
1988,B219,2,3,2,1,0,0,4,5,11,19,52,79,90,46,37,31,33,56,101,159,401,786,2347,,,0,0,1,0,2
1988,B22,1,364,130,75,51,40,132,152,265,261,271,327,350,401,446,489,717,1108,1626,2292,3033,2898,2557,,,2,5,10,24,325
1988,B22,2,286,104,57,40,36,127,109,104,112,169,203,247,271,350,359,614,981,1416,2035,2898,3412,5003,,,1,2,5,36,243
1988,B220,1,110,39,23,6,8,13,10,8,11,25,20,18,19,27,24,36,41,40,41,34,20,28,,,0,0,3,13,94
1988,B220,2,95,26,15,7,5,12,18,8,6,7,10,6,3,12,12,15,30,46,62,58,50,52,,,0,0,0,22,73
1988,B221,1,0,0,0,0,0,0,0,1,0,0,0,0,6,5,4,25,87,253,575,924,980,801,,,0,0,0,0,0
1988,B221,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,19,68,147,312,560,749,869,,,0,0,0,0,0
1988,B222,1,104,30,14,14,9,30,28,31,33,31,50,69,98,122,169,304,509,740,1088,1518,1511,1428,,,0,1,0,5,98
1988,B222,2,84,35,11,10,10,27,21,25,17,25,29,29,54,86,115,229,438,729,1152,1683,2164,3465,,,1,0,0,3,81
1988,B223,1,0,0,0,0,0,0,0,1,0,5,27,35,58,76,79,79,85,85,59,31,21,5,,,0,0,0,0,0
1988,B223,2,0,0,0,0,0,0,1,0,4,21,31,62,74,104,92,136,136,123,93,76,21,15,,,0,0,0,0,0
1988,B224,1,16,11,15,13,14,41,50,44,34,29,29,41,30,29,21,24,45,48,54,60,45,49,,,0,0,1,1,14
1988,B224,2,16,13,14,10,14,51,38,31,23,21,12,11,16,12,14,16,14,30,37,56,50,78,,,0,0,0,1,15
1988,B225,1,10,8,5,2,2,12,10,26,58,64,91,88,75,60,45,56,67,68,59,57,36,25,,,1,0,0,0,10
1988,B225,2,4,4,4,4,2,9,8,16,34,47,58,62,52,49,18,37,47,40,55,58,35,51,,,0,0,0,0,4
1988,B229,1,124,42,18,16,7,36,54,154,125,117,110,99,115,127,147,193,274,392,416,409,285,221,,,1,4,6,5,109
1988,B229,2,87,26,13,9,5,28,23,24,28,48,62,76,71,86,100,162,248,301,324,407,343,473,,,0,2,5,10,70
1988,B23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,1,1,1,,,0,0,0,0,0
1988,B23,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,4,8,,,0,0,0,0,0
1988,B230,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,0,0,0,0
1988,B230,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,,,0,0,0,0,0
1988,B231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,0,0,0,0
1988,B231,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0
1988,B232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,0,0,0,0,0
1988,B232,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,,,0,0,0,0,0
1988,B233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1988,B233,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0
1988,B234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1988,B234,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1988,B235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1988,B235,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1988,B239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,0,0,,,0,0,0,0,0
1988,B239,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2,,,0,0,0,0,0
1988,B24,1,4,2,0,1,0,2,1,0,0,2,0,1,2,1,2,3,0,2,1,0,7,3,,,0,0,0,1,3
1988,B24,2,5,2,0,0,0,0,0,0,0,1,1,0,0,1,1,2,0,0,3,3,5,12,,,0,0,0,0,5
1988,B240,1,4,2,0,1,0,2,1,0,0,2,0,1,2,1,2,3,0,2,1,0,6,2,,,0,0,0,1,3
1988,B240,2,5,2,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,3,3,3,7,,,0,0,0,0,5
1988,B241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1988,B241,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,0,0,0,0,0
1988,B249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,0,0,0,0,0
1988,B249,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,,,0,0,0,0,0
1988,B25,1,3,2,0,0,0,2,5,9,23,18,28,42,46,85,93,154,194,281,296,282,207,174,,,1,0,0,0,3
1988,B25,2,3,1,0,1,0,0,3,7,15,22,42,69,65,107,151,269,377,559,687,771,692,635,,,0,0,0,0,3
1988,B250,1,0,0,0,0,0,0,1,0,2,0,1,4,3,3,2,2,1,7,5,1,2,2,,,0,0,0,0,0
1988,B250,2,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2,1,10,4,5,7,3,4,,,0,0,0,0,0
1988,B251,1,3,2,0,0,0,2,4,9,21,18,27,38,43,82,91,152,193,274,291,281,205,172,,,1,0,0,0,3
1988,B251,2,3,1,0,1,0,0,3,7,14,22,42,68,63,107,149,268,367,555,682,764,689,631,,,0,0,0,0,3
1988,B26,1,1,2,0,0,0,1,1,3,21,43,106,193,278,436,691,986,1407,1801,1901,1940,1714,1869,,,5,1,0,0,0
1988,B26,2,2,0,0,0,0,1,0,7,12,20,52,96,168,270,413,644,1127,1559,2026,2772,3218,5907,,,1,1,0,0,1
1988,B260,1,1,1,0,0,0,1,0,3,19,29,83,151,224,368,550,805,1110,1384,1388,1365,1130,1228,,,4,1,0,0,0
1988,B260,2,1,0,0,0,0,1,0,3,9,10,37,66,135,217,304,495,846,1153,1466,2050,2364,4236,,,1,0,0,0,1
1988,B269,1,0,1,0,0,0,0,1,0,2,14,23,42,54,68,141,181,297,417,513,575,584,641,,,1,0,0,0,0
1988,B269,2,1,0,0,0,0,0,0,4,3,10,15,30,33,53,109,149,281,406,560,722,854,1671,,,0,1,0,0,0
1988,B27,1,15,3,0,1,0,2,6,21,76,218,681,1789,3719,6246,9561,15986,25310,34813,41203,43514,38112,43199,,,30,1,3,2,9
1988,B27,2,14,4,2,1,1,3,3,5,23,89,177,397,888,1630,2943,5860,11111,18203,26893,37684,46227,92907,,,22,4,2,1,7
1988,B270,1,10,1,0,0,0,0,1,9,48,113,378,1028,2217,3691,5762,9307,14481,19496,22049,22353,18219,16712,,,9,0,2,2,6
1988,B270,2,7,2,0,1,0,1,3,3,18,56,108,232,548,973,1758,3460,6627,10529,14965,19356,21415,31994,,,10,3,1,1,2
1988,B279,1,5,2,0,1,0,2,5,12,28,105,303,761,1502,2555,3799,6679,10829,15317,19154,21161,19893,26487,,,21,1,1,0,3
1988,B279,2,7,2,2,0,1,2,0,2,5,33,69,165,340,657,1185,2400,4484,7674,11928,18328,24812,60913,,,12,1,1,0,5
1988,B28,1,467,84,44,21,20,75,104,236,322,517,891,1279,1822,2601,3979,6551,10060,13106,15417,16414,15064,20004,,,30,35,68,40,324
1988,B28,2,367,75,43,23,25,62,57,110,209,327,406,594,784,1124,1799,3051,5335,8146,11131,15989,20251,46869,,,20,29,50,26,262
1988,B280,1,1,2,0,1,0,1,0,6,26,34,67,92,113,133,191,348,574,711,775,755,601,542,,,2,0,0,0,1
1988,B280,2,1,1,1,0,0,0,1,14,25,44,56,97,111,148,164,296,413,601,710,920,873,1165,,,0,0,0,0,1
1988,B281,1,244,39,19,7,10,40,34,79,90,148,205,308,452,643,1023,1640,2624,3451,4024,4318,3723,4824,,,2,15,9,12,208
1988,B281,2,187,36,20,13,5,25,21,44,70,89,107,172,235,325,556,878,1463,2234,2945,4121,4837,10798,,,4,10,10,4,163
1988,B289,1,222,43,25,13,10,34,70,151,206,335,619,879,1257,1825,2765,4563,6862,8944,10618,11341,10740,14638,,,26,20,59,28,115
1988,B289,2,179,38,22,10,20,37,35,52,114,194,243,325,438,651,1079,1877,3459,5311,7476,10948,14541,34906,,,16,19,40,22,98
1988,B29,1,83,9,5,6,8,10,20,45,99,174,347,523,789,1082,1388,2291,3827,5783,8241,10752,10866,13411,,,0,3,5,7,68
1988,B29,2,69,18,6,3,0,22,20,33,89,168,280,441,670,941,1219,1894,3184,5343,8327,13126,17972,36924,,,9,3,8,5,53
1988,B290,1,5,1,1,2,0,3,8,12,48,78,121,185,232,241,248,247,280,234,196,170,91,69,,,0,0,0,0,5
1988,B290,2,6,2,0,0,0,2,6,17,50,80,143,197,292,350,359,424,430,492,436,437,309,277,,,0,0,1,0,5
1988,B291,1,29,3,0,2,4,6,8,22,40,74,139,225,324,486,502,726,977,1207,1453,1461,1127,921,,,0,0,0,0,29
1988,B291,2,24,6,2,2,0,9,8,8,21,48,82,144,216,350,409,571,813,1175,1430,1907,1973,2305,,,3,0,0,0,24
1988,B292,1,17,3,0,0,2,0,0,3,2,10,33,43,68,100,193,306,581,895,1374,1702,1776,2156,,,0,1,1,5,10
1988,B292,2,14,4,2,1,0,2,3,3,8,15,19,22,37,57,111,210,425,733,1288,2026,2925,6071,,,2,1,3,1,9
1988,B293,1,1,1,1,0,1,0,3,3,1,6,41,53,142,210,385,875,1742,3003,4460,6302,6581,8225,,,0,0,0,0,1
1988,B293,2,3,2,0,0,0,4,1,2,7,14,20,55,98,154,273,602,1338,2568,4517,7528,10689,22535,,,4,0,0,0,3
1988,B294,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,5,16,41,68,148,259,355,712,,,0,0,0,0,0
1988,B294,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,28,59,127,308,666,2312,,,0,0,0,0,0
1988,B299,1,31,1,3,2,1,1,1,4,8,6,13,17,21,45,55,121,206,376,610,858,936,1328,,,0,2,4,2,23
1988,B299,2,22,4,2,0,0,5,2,3,3,11,16,23,27,28,64,81,150,316,529,920,1410,3424,,,0,2,4,4,12
1988,B30,1,25,2,0,2,1,4,11,19,39,62,124,176,223,283,493,922,1893,2965,3874,4223,3835,5225,,,2,3,6,4,12
1988,B30,2,21,2,0,0,0,5,3,20,24,62,63,98,116,182,276,442,880,1566,2290,3269,4356,11759,,,3,4,7,1,9
1988,B300,1,0,0,0,1,0,0,0,1,0,2,2,16,25,31,88,156,345,578,973,1291,1639,3178,,,1,0,0,0,0
1988,B300,2,1,0,0,0,0,0,0,1,0,1,2,4,9,16,41,89,197,422,726,1377,2372,8499,,,2,1,0,0,0
1988,B301,1,4,0,0,0,0,0,0,1,2,1,1,3,5,6,12,27,56,84,101,94,72,102,,,0,0,3,1,0
1988,B301,2,0,0,0,0,0,0,0,0,1,2,2,2,4,9,15,18,32,62,107,120,152,371,,,0,0,0,0,0
1988,B302,1,3,1,0,0,0,1,8,13,23,40,72,91,127,142,278,575,1256,2010,2506,2526,1890,1680,,,1,0,0,0,3
1988,B302,2,1,2,0,0,0,2,2,14,13,36,35,53,64,88,151,246,475,849,1192,1466,1488,2297,,,0,0,0,0,1
1988,B303,1,2,0,0,0,0,0,1,2,10,12,23,25,22,44,33,68,95,98,115,124,88,91,,,0,1,0,0,1
1988,B303,2,2,0,0,0,0,1,0,3,8,15,12,17,25,41,37,46,81,113,124,126,163,221,,,0,0,1,0,1
