Year,Cause,Sex,Deaths2,Deaths3,Deaths4,Deaths5,Deaths6,Deaths7,Deaths8,Deaths9,Deaths10,Deaths11,Deaths12,Deaths13,Deaths14,Deaths15,Deaths16,Deaths17,Deaths18,Deaths19,Deaths20,Deaths21,Deaths22,Deaths23,Deaths24,Deaths25,Deaths26,IM_Deaths1,IM_Deaths2,IM_Deaths3,IM_Deaths4
1984,B319,2,4,2,3,1,0,0,0,1,0,1,2,3,1,1,5,9,5,11,17,12,15,36,,,0,0,0,0,4
1984,B32,1,719,91,51,30,18,85,105,152,210,292,437,488,627,901,1767,3646,6703,9862,14125,15481,13347,16190,,,19,35,27,63,594
1984,B32,2,527,109,52,24,16,86,80,101,148,221,290,320,445,686,1133,2306,3792,5783,7795,9225,10099,20401,,,10,21,35,41,430
1984,B320,1,35,6,1,2,1,1,2,4,2,3,3,4,3,3,4,10,17,21,26,30,31,51,,,0,0,0,0,35
1984,B320,2,22,8,3,1,2,1,0,1,1,0,2,1,5,6,2,4,12,20,16,21,45,110,,,1,0,1,0,21
1984,B321,1,399,45,31,14,13,48,31,61,76,147,249,274,312,363,592,928,1531,2104,3429,4555,5111,8700,,,11,23,20,48,308
1984,B321,2,281,60,25,10,8,42,39,38,65,104,136,145,180,227,291,476,767,1215,2104,3427,5159,13973,,,2,12,18,24,227
1984,B322,1,1,1,0,0,1,0,6,4,4,3,6,4,4,3,4,11,17,20,29,78,71,149,,,0,0,0,0,1
1984,B322,2,4,2,1,0,0,4,1,1,2,3,2,1,3,6,3,13,8,23,54,81,113,354,,,1,0,0,0,4
1984,B323,1,33,5,4,4,0,15,43,33,50,43,39,63,98,148,298,690,1283,1844,2449,2341,1703,1235,,,1,0,1,2,30
1984,B323,2,21,10,4,6,2,13,15,25,39,47,64,68,101,154,246,549,824,1202,1389,1224,929,1018,,,0,1,0,1,19
1984,B324,1,0,0,0,0,0,0,0,0,2,3,3,4,3,10,9,16,35,44,37,60,39,53,,,0,0,0,0,0
1984,B324,2,0,0,0,0,0,0,0,0,0,4,2,6,7,4,8,21,38,64,92,83,80,81,,,0,0,0,0,0
1984,B325,1,2,4,1,1,0,2,0,2,3,8,9,25,60,167,567,1439,2850,4509,6388,6526,4771,3936,,,3,0,0,0,2
1984,B325,2,0,1,2,1,1,6,0,4,2,1,4,14,44,135,379,891,1635,2492,3158,3187,2323,2363,,,4,0,0,0,0
1984,B326,1,30,10,3,3,0,3,4,9,11,12,10,14,34,53,82,110,284,455,650,737,733,1066,,,1,0,0,3,27
1984,B326,2,15,9,5,1,1,3,1,6,6,8,16,16,8,20,26,64,86,144,189,315,489,1101,,,1,0,2,1,12
1984,B327,1,2,0,0,0,0,0,0,0,1,1,7,2,4,4,6,16,24,29,37,58,51,62,,,0,2,0,0,0
1984,B327,2,7,0,0,0,0,2,0,1,1,0,3,2,6,4,5,20,17,33,34,57,59,132,,,0,2,2,1,2
1984,B329,1,217,20,11,6,3,16,19,39,61,72,111,98,109,150,205,426,662,836,1080,1096,837,938,,,3,10,6,10,191
1984,B329,2,177,19,12,5,2,15,24,25,32,54,61,67,91,130,173,268,405,590,759,830,902,1269,,,1,6,12,14,145
1984,B33,1,0,0,0,0,0,1,0,0,0,1,2,1,2,0,1,3,1,2,3,3,5,8,,,0,0,0,0,0
1984,B33,2,0,0,0,0,0,0,0,0,1,0,0,2,2,2,2,2,1,2,0,5,4,17,,,0,0,0,0,0
1984,B330,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,2,0,,,0,0,0,0,0
1984,B330,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,2,1,,,0,0,0,0,0
1984,B331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,,,0,0,0,0,0
1984,B331,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1984,B339,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,3,0,1,3,2,3,7,,,0,0,0,0,0
1984,B339,2,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,2,1,2,0,3,2,16,,,0,0,0,0,0
1984,B34,1,273,44,20,3,8,39,31,65,116,350,883,1353,1731,2135,2896,3944,4688,4871,4559,4170,3203,3546,,,9,18,10,24,221
1984,B34,2,159,39,11,11,16,24,33,48,97,228,396,573,865,1071,1569,2214,2835,3437,3868,4450,4693,8162,,,4,13,9,17,120
1984,B340,1,15,6,3,0,0,1,2,6,6,5,11,15,17,14,23,36,46,97,100,130,159,169,,,0,0,1,1,13
1984,B340,2,9,2,1,1,2,1,1,4,0,2,2,6,8,9,10,22,32,59,48,90,115,254,,,0,0,0,2,7
1984,B341,1,5,0,0,0,0,1,1,4,6,7,26,36,43,52,120,217,327,414,440,519,465,544,,,0,0,1,1,3
1984,B341,2,6,1,0,0,1,0,2,2,3,7,9,14,35,47,53,111,173,272,397,513,606,1090,,,1,0,2,0,4
1984,B342,1,2,0,0,0,2,3,7,2,6,3,3,4,5,6,3,14,33,27,37,33,39,36,,,0,0,1,0,1
1984,B342,2,1,2,2,1,1,5,3,0,2,5,4,2,6,4,7,14,11,20,27,31,36,44,,,0,0,0,0,1
1984,B343,1,41,1,0,0,0,0,0,5,2,5,3,9,10,8,13,24,40,47,66,100,96,137,,,0,18,4,6,13
1984,B343,2,17,2,0,0,0,1,0,1,6,3,0,4,1,4,15,27,34,54,64,101,109,302,,,0,13,2,1,1
1984,B344,1,31,5,2,1,1,5,3,4,5,6,11,11,13,16,31,47,86,127,166,263,275,313,,,0,0,1,2,28
1984,B344,2,16,6,3,0,0,2,6,3,7,4,11,13,10,25,30,36,94,180,203,362,460,1055,,,0,0,1,1,14
1984,B345,1,0,0,0,0,0,0,0,0,1,2,2,5,8,10,17,51,69,99,154,175,130,190,,,0,0,0,0,0
1984,B345,2,0,0,0,0,0,0,0,0,0,0,1,5,7,15,26,61,88,131,263,309,416,685,,,0,0,0,0,0
1984,B346,1,0,0,0,0,0,0,1,0,0,2,1,0,0,1,2,3,5,3,11,10,7,16,,,0,0,0,0,0
1984,B346,2,2,0,0,1,0,1,0,1,0,0,1,1,2,0,2,1,4,5,11,19,24,29,,,0,0,0,0,2
1984,B347,1,15,1,2,1,0,9,6,9,31,190,604,939,1233,1564,1982,2524,2645,2396,1671,1051,454,225,,,6,0,0,0,15
1984,B347,2,8,4,1,1,2,2,5,4,22,113,255,352,548,667,1001,1260,1390,1377,1135,818,527,266,,,1,0,0,0,8
1984,B348,1,1,0,0,0,0,0,0,0,0,1,3,8,9,12,26,48,77,85,186,212,181,261,,,2,0,0,0,1
1984,B348,2,0,0,0,0,0,0,0,1,3,3,7,7,10,12,24,28,66,99,130,195,253,524,,,0,0,0,0,0
1984,B349,1,163,31,13,1,5,20,11,35,59,129,219,326,393,452,679,980,1360,1576,1728,1677,1397,1655,,,1,0,2,14,147
1984,B349,2,100,22,4,7,10,12,16,32,54,91,106,169,238,288,401,654,943,1240,1590,2012,2147,3913,,,2,0,4,13,83
1984,B35,1,181,4,2,7,3,14,9,15,43,85,112,159,174,218,309,550,1036,1415,2120,2640,2656,3849,,,1,5,39,51,86
1984,B35,2,115,6,6,0,2,10,17,25,38,67,82,111,129,198,301,529,874,1290,1951,2687,3330,6271,,,3,1,26,42,46
1984,B350,1,163,4,1,4,2,11,7,11,35,65,83,114,124,152,218,391,739,1002,1400,1667,1615,2242,,,1,3,38,49,73
1984,B350,2,110,4,5,0,2,10,12,18,19,50,49,74,80,135,195,365,569,849,1226,1556,1715,3031,,,1,0,25,42,43
1984,B351,1,3,0,0,0,0,0,1,2,1,3,6,6,7,6,15,24,34,54,95,118,137,201,,,0,0,0,0,3
1984,B351,2,2,1,0,0,0,0,0,2,8,7,5,8,16,14,23,32,67,73,139,168,280,519,,,0,1,0,0,1
1984,B352,1,0,0,0,0,0,0,0,0,0,2,1,2,4,6,8,9,13,16,24,31,28,37,,,0,0,0,0,0
1984,B352,2,0,0,0,0,0,0,0,2,1,0,2,2,1,6,6,10,31,21,23,34,48,75,,,0,0,0,0,0
1984,B353,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,2,6,9,14,27,,,0,0,0,0,0
1984,B353,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,12,18,12,54,,,0,0,0,0,0
1984,B359,1,15,0,1,3,1,3,1,2,6,15,22,37,39,54,67,125,246,341,595,815,862,1342,,,0,2,1,2,10
1984,B359,2,3,1,1,0,0,0,5,3,10,10,26,27,31,43,76,122,206,343,551,911,1275,2592,,,2,0,1,0,2
1984,B36,1,0,0,0,0,0,0,0,1,0,1,0,3,2,5,4,6,38,50,100,147,197,291,,,0,0,0,0,0
1984,B360,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,18,21,56,92,121,219,,,0,0,0,0,0
1984,B361,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,0,0,0,0,0
1984,B362,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,0,0,0,0,0
1984,B363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1984,B369,1,0,0,0,0,0,0,0,1,0,1,0,3,2,4,1,1,19,29,43,55,75,72,,,0,0,0,0,0
1984,B37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1984,B37,2,3,0,0,0,0,0,1,3,8,6,5,15,9,8,4,14,18,17,32,35,40,78,,,0,1,0,0,2
1984,B370,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1984,B370,2,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,3,3,3,2,5,5,13,,,0,0,0,0,0
1984,B371,2,1,0,0,0,0,0,0,0,0,1,1,3,1,2,0,2,5,0,1,1,2,2,,,0,0,0,0,1
1984,B372,2,0,0,0,0,0,0,0,2,2,2,2,1,1,3,1,3,6,3,11,12,12,16,,,0,0,0,0,0
1984,B373,2,0,0,0,0,0,0,1,0,2,2,2,0,3,0,2,2,1,5,4,2,3,7,,,0,0,0,0,0
1984,B374,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,5,8,,,0,0,0,0,0
1984,B375,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1984,B376,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1984,B379,2,2,0,0,0,0,0,0,1,3,1,0,8,4,1,1,4,3,4,13,13,13,32,,,0,1,0,0,1
1984,B38,2,0,0,0,0,0,0,1,7,14,13,9,8,4,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1984,B380,2,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1984,B381,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1984,B382,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1984,B389,2,0,0,0,0,0,0,1,5,14,9,9,7,3,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1984,B39,2,0,0,0,0,0,0,0,22,34,67,65,31,3,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1984,B390,2,0,0,0,0,0,0,0,3,6,10,13,6,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1984,B391,2,0,0,0,0,0,0,0,6,6,8,14,4,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1984,B392,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1984,B393,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1984,B394,2,0,0,0,0,0,0,0,8,8,34,17,13,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1984,B399,2,0,0,0,0,0,0,0,5,13,15,21,8,1,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1984,B40,2,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1984,B41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1984,B42,1,5,2,0,0,0,2,0,4,3,8,8,15,9,31,27,46,87,111,182,236,285,291,,,0,0,0,1,4
1984,B42,2,2,0,0,1,0,0,3,2,5,11,9,11,17,26,27,63,81,146,194,354,443,849,,,2,0,0,0,2
1984,B420,1,3,0,0,0,0,2,0,3,0,2,5,7,2,10,9,18,23,25,43,54,49,48,,,0,0,0,1,2
1984,B420,2,2,0,0,0,0,0,0,1,0,3,4,3,4,4,13,30,22,50,43,53,66,133,,,2,0,0,0,2
1984,B429,1,2,2,0,0,0,0,0,1,3,6,3,8,7,21,18,28,64,86,139,182,236,243,,,0,0,0,0,2
1984,B429,2,0,0,0,1,0,0,3,1,5,8,5,8,13,22,14,33,59,96,151,301,377,716,,,0,0,0,0,0
1984,B43,1,6,0,0,1,0,0,6,12,17,24,17,35,35,51,66,145,175,267,291,256,179,206,,,0,1,0,0,5
1984,B43,2,1,1,1,1,1,3,14,44,72,78,101,113,131,146,182,292,365,460,598,571,473,763,,,0,0,0,0,1
1984,B430,1,0,0,0,0,0,0,3,0,0,0,0,3,4,7,14,36,50,82,107,74,45,37,,,0,0,0,0,0
1984,B430,2,0,0,0,0,0,1,0,1,1,1,1,4,4,16,25,65,107,158,216,198,163,138,,,0,0,0,0,0
1984,B431,1,1,0,0,0,0,0,2,7,9,11,10,18,21,23,32,60,67,102,107,80,59,74,,,0,1,0,0,0
1984,B431,2,0,0,1,0,0,2,10,32,67,72,89,103,115,110,137,175,204,226,255,251,143,255,,,0,0,0,0,0
1984,B432,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1,2,5,6,,,0,0,0,0,0
1984,B432,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,1,5,10,,,0,0,0,0,0
1984,B433,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,7,5,4,6,4,1,,,0,0,0,0,0
1984,B433,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,1,1,1,0,,,0,0,0,0,0
1984,B434,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,3,3,7,11,15,8,3,10,,,0,0,0,0,0
1984,B434,2,0,0,0,0,0,0,0,0,0,0,1,3,0,1,3,3,4,4,11,6,14,15,,,0,0,0,0,0
1984,B435,1,5,0,0,0,0,0,0,2,6,5,2,4,4,9,8,23,20,24,24,22,13,10,,,0,0,0,0,5
1984,B435,2,1,0,0,1,1,0,0,1,1,1,6,1,3,10,7,22,24,19,29,19,20,26,,,0,0,0,0,1
1984,B436,1,0,0,0,0,0,0,0,0,0,3,2,4,0,4,3,11,13,21,16,33,27,28,,,0,0,0,0,0
1984,B436,2,0,1,0,0,0,0,0,0,0,2,0,0,0,2,2,8,6,12,24,26,23,63,,,0,0,0,0,0
1984,B437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,0,0,0,0,0
1984,B437,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,,,0,0,0,0,0
1984,B439,1,0,0,0,1,0,0,1,3,2,4,2,6,1,6,5,7,9,19,17,30,23,39,,,0,0,0,0,0
1984,B439,2,0,0,0,0,0,0,4,10,3,2,4,2,8,7,7,15,16,40,56,67,104,254,,,0,0,0,0,0
1984,B44,1,4576,249,131,58,51,131,125,141,172,140,122,97,94,97,80,108,130,95,127,85,59,55,,,2,1579,1243,659,1095
1984,B44,2,3972,225,108,81,43,111,117,98,105,92,91,81,76,83,90,120,139,84,120,106,73,97,,,2,1341,929,536,1166
1984,B440,1,158,15,12,8,7,14,11,7,4,6,4,1,2,1,2,0,1,2,1,2,0,0,,,0,45,16,25,72
1984,B440,2,159,26,12,14,8,13,10,9,4,5,5,5,1,0,0,2,1,0,0,1,0,2,,,0,52,14,27,66
1984,B441,1,450,26,21,1,4,11,8,9,8,6,7,1,2,4,2,3,6,7,10,14,10,5,,,0,275,74,30,71
1984,B441,2,528,17,9,9,5,18,11,9,4,3,5,2,0,3,5,6,2,0,5,3,2,8,,,1,345,73,36,74
1984,B442,1,1850,144,65,34,27,86,89,107,123,95,86,64,63,72,52,54,69,52,75,36,24,12,,,1,149,670,411,620
1984,B442,2,1529,126,61,50,15,55,80,55,75,63,60,57,55,54,47,58,66,49,68,58,41,27,,,0,135,469,303,622
1984,B443,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,0,2,0,0,2
1984,B443,2,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,2
1984,B444,1,83,16,7,5,1,4,2,0,2,2,0,1,1,0,2,7,4,4,7,3,2,10,,,0,10,8,19,46
1984,B444,2,61,16,8,0,7,3,0,2,1,0,0,0,2,3,4,4,8,5,5,5,7,17,,,0,5,6,7,43
1984,B445,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1984,B446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1984,B446,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1984,B447,1,388,8,3,0,1,2,1,2,7,0,2,3,3,0,1,0,3,5,2,0,2,3,,,1,194,130,26,38
1984,B447,2,293,4,0,1,0,3,0,2,2,3,1,3,2,1,1,6,4,1,2,2,4,6,,,0,143,88,22,40
1984,B449,1,1643,40,22,10,10,14,14,16,28,31,23,27,23,19,21,44,47,25,31,30,21,25,,,0,904,345,148,246
1984,B449,2,1398,36,17,7,8,19,16,20,19,18,20,14,16,22,33,44,58,29,40,37,19,37,,,1,659,279,141,319
1984,B45,1,10547,62,15,5,2,12,2,3,0,3,1,1,0,0,1,1,0,0,0,0,0,0,,,4,6542,2201,1164,640
1984,B45,2,8135,50,5,2,3,9,3,4,2,1,0,0,1,1,1,0,1,0,0,0,0,0,,,4,5233,1617,846,439
1984,B450,1,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,40,12,5,7
1984,B450,2,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,50,11,7,6
1984,B451,1,1329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1210,79,25,15
1984,B451,2,1029,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,952,58,9,10
1984,B452,1,1747,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,4,1641,79,11,16
1984,B452,2,1552,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,3,1448,67,19,18
1984,B453,1,226,2,2,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,,0,52,107,58,9
1984,B453,2,150,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,39,69,34,8
1984,B454,1,4795,52,12,5,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2304,1386,592,513
1984,B454,2,3429,49,3,1,1,6,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,1,1647,1013,440,329
1984,B455,1,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,11,9,1,1
1984,B455,2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,10,9,1,0
1984,B459,1,2364,4,0,0,0,3,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,,,0,1284,529,472,79
1984,B459,2,1881,0,1,1,1,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1087,390,336,68
1984,B46,1,3554,84,29,13,12,25,36,151,312,449,545,460,430,438,677,990,1293,1433,1510,1452,1185,1593,,,40,41,35,207,3271
1984,B46,2,2320,70,27,12,12,22,19,95,165,185,264,206,209,224,288,456,615,805,1109,1245,1444,3196,,,22,31,33,144,2112
1984,B460,1,1,1,0,0,0,0,0,1,1,3,2,2,0,0,0,0,1,2,0,4,0,2,,,0,0,0,0,1
1984,B460,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,3,3,5,,,0,0,0,0,0
1984,B461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1984,B461,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0
1984,B462,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1
1984,B462,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1984,B463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0
1984,B463,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
1984,B464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,,,0,0,0,0,0
1984,B464,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,6,,,0,0,0,0,1
1984,B465,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,17,31,61,253,,,0,0,0,0,0
1984,B465,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,20,44,118,706,,,0,0,0,0,0
1984,B466,1,3176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,10,18,182,2966
1984,B466,2,2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,20,123,1924
1984,B467,1,19,3,1,1,0,3,3,5,11,7,10,12,24,8,46,83,119,147,158,194,161,259,,,0,0,0,0,19
1984,B467,2,17,1,4,2,1,2,0,4,4,6,11,8,10,12,17,42,70,85,116,173,231,499,,,0,0,0,0,17
1984,B469,1,357,80,28,12,12,22,33,145,300,439,533,446,406,430,631,907,1172,1279,1334,1223,959,1075,,,40,31,17,25,284
1984,B469,2,232,68,23,10,11,20,19,91,161,179,253,198,198,211,270,414,542,713,971,1022,1091,1980,,,22,28,13,21,170
1984,B47,1,80,150,166,152,141,678,866,4822,6806,4833,3451,2434,1862,1492,1350,1331,1255,1045,916,832,558,420,,,35,3,1,6,70
1984,B47,2,82,115,120,90,83,386,480,1847,1876,1273,1030,836,652,566,511,609,625,582,630,640,450,259,,,4,2,1,3,76
1984,B470,1,0,3,0,1,1,7,14,30,103,70,63,51,37,18,21,30,18,10,10,11,4,8,,,5,0,0,0,0
1984,B470,2,0,0,1,0,0,2,8,8,3,6,2,1,3,3,5,1,2,0,1,4,1,4,,,0,0,0,0,0
1984,B471,1,78,93,130,133,114,612,761,4616,6305,4414,3081,2111,1585,1248,1129,1147,1094,940,832,779,531,392,,,27,3,1,6,68
1984,B471,2,78,76,93,83,72,359,441,1794,1803,1206,977,804,610,527,478,586,590,565,610,626,429,245,,,4,2,1,3,72
1984,B472,1,0,1,1,1,3,10,10,4,17,10,13,4,4,8,3,7,8,5,0,2,4,5,,,0,0,0,0,0
1984,B472,2,0,0,1,1,0,5,13,9,8,6,4,7,3,3,3,0,2,2,1,1,0,1,,,0,0,0,0,0
1984,B473,1,0,0,3,3,5,12,30,82,151,143,115,90,78,64,56,53,51,44,31,14,5,2,,,1,0,0,0,0
1984,B473,2,0,1,1,0,1,2,6,6,23,15,13,4,4,3,2,4,6,3,3,0,0,1,,,0,0,0,0,0
1984,B474,1,1,2,3,0,3,2,10,17,107,136,119,132,106,120,101,73,53,20,16,3,1,0,,,2,0,0,0,1
1984,B474,2,0,1,2,0,0,6,7,13,22,26,28,13,22,26,18,12,6,4,0,1,0,0,,,0,0,0,0,0
1984,B479,1,1,51,29,14,15,35,41,73,123,60,60,46,52,34,40,21,31,26,27,23,13,13,,,0,0,0,0,1
1984,B479,2,4,37,22,6,10,12,5,17,17,14,6,7,10,4,5,6,19,8,15,8,20,8,,,0,0,0,0,4
1984,B48,1,14,28,9,6,3,10,25,120,370,632,658,416,236,146,155,135,106,105,75,72,47,51,,,1,0,0,3,11
1984,B48,2,7,17,6,4,4,12,9,64,135,183,182,108,101,82,103,78,80,74,68,62,60,51,,,1,0,0,1,6
1984,B480,1,8,9,3,2,0,1,4,45,254,496,535,302,142,69,55,42,34,50,44,35,30,30,,,1,0,0,1,7
1984,B480,2,4,6,3,2,1,1,1,35,102,153,159,73,75,51,71,57,47,51,49,48,45,41,,,0,0,0,1,3
1984,B481,1,2,11,1,1,1,0,12,26,24,40,44,25,27,34,38,43,32,28,7,4,2,2,,,0,0,0,1,1
1984,B481,2,1,6,1,1,1,1,3,3,9,9,6,14,11,16,18,9,11,6,8,2,1,1,,,0,0,0,0,1
1984,B482,1,4,8,5,3,2,9,9,49,92,96,79,89,67,43,62,50,40,27,24,33,15,19,,,0,0,0,1,3
1984,B482,2,2,5,2,1,2,10,5,26,24,21,17,21,15,15,14,12,22,17,11,12,14,9,,,1,0,0,0,2
1984,B49,1,20,7,7,8,2,9,5,4,7,11,15,17,29,27,48,73,129,162,174,172,120,145,,,0,1,1,4,14
1984,B49,2,20,2,3,2,0,2,4,7,11,14,20,29,26,28,54,64,97,120,130,196,172,271,,,0,3,1,5,11
1984,B50,1,15,24,20,5,8,22,32,122,226,221,224,199,184,187,254,336,382,465,531,683,723,1343,,,4,0,1,0,14
1984,B50,2,13,16,5,4,4,5,9,24,27,31,30,24,50,76,90,112,187,251,455,736,1062,2514,,,2,0,0,1,12
1984,B51,1,75,82,102,94,71,192,84,110,191,222,181,172,150,151,142,176,179,169,188,158,106,140,,,6,0,1,2,72
1984,B51,2,61,80,69,68,40,121,69,59,83,60,70,66,59,53,72,78,95,111,156,134,122,141,,,2,0,0,2,59
1984,B52,1,243,198,190,146,117,364,590,1135,1410,1223,1050,900,690,675,675,733,713,707,686,665,580,596,,,44,5,0,14,224
1984,B52,2,205,148,91,57,48,114,108,147,186,173,164,138,137,151,139,185,239,278,319,401,454,792,,,0,4,5,9,187
1984,B520,1,9,4,4,5,3,18,14,47,50,61,54,75,64,53,72,84,87,79,80,89,70,76,,,16,0,0,1,8
1984,B520,2,8,1,3,3,2,7,6,12,15,20,17,20,13,22,17,23,36,37,30,59,47,88,,,0,0,2,2,4
1984,B521,1,31,102,118,86,64,175,217,496,512,391,307,194,113,122,100,115,99,70,71,57,50,29,,,24,5,0,0,26
1984,B521,2,39,76,53,29,28,54,48,57,70,58,59,23,26,29,26,28,37,34,34,36,32,25,,,0,2,1,0,36
1984,B522,1,0,0,0,0,1,0,0,1,2,1,1,2,0,2,3,3,3,3,2,2,1,4,,,0,0,0,0,0
1984,B522,2,1,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,3,3,0,3,1,,,0,0,0,0,1
1984,B523,1,1,5,12,12,9,25,33,65,132,132,118,105,81,82,100,104,95,70,73,49,29,8,,,0,0,0,0,1
